Date,DayOfWeek,IsHoliday,Gender,ETU_Admissions,ETU_Discharges,ETU_BedCapacity,ETU_OccupiedBeds,Weather,SpecialEvent,PublicTransportStatus,OutbreakAlert,Shift_ID
2020-11-08,Sunday,No,Female,2,4,5,4,Sunny,None,Normal,None,Evening
2020-11-08,Sunday,No,Male,0,0,5,5,Sunny,None,Normal,None,Evening
2020-11-08,Sunday,No,Female,2,0,5,2,Sunny,None,Normal,None,Morning
2020-11-08,Sunday,No,Male,0,4,5,2,Sunny,None,Normal,None,Morning
2020-11-08,Sunday,No,Female,2,1,5,4,Sunny,None,Normal,None,Night
2020-11-08,Sunday,No,Male,1,2,5,4,Sunny,None,Normal,None,Night
2020-11-09,Monday,No,Female,1,2,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-09,Monday,No,Male,2,1,5,1,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-09,Monday,No,Female,2,3,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-09,Monday,No,Male,3,2,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-09,Monday,No,Female,2,0,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-09,Monday,No,Male,2,2,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-10,Tuesday,No,Female,3,3,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-10,Tuesday,No,Male,1,1,5,0,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-10,Tuesday,No,Female,1,1,5,0,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-10,Tuesday,No,Male,2,3,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-10,Tuesday,No,Female,2,1,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-10,Tuesday,No,Male,2,3,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-11,Wednesday,No,Female,2,0,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-11,Wednesday,No,Male,1,1,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-11,Wednesday,No,Female,0,1,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-11,Wednesday,No,Male,4,1,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-11,Wednesday,No,Female,2,3,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-11,Wednesday,No,Male,0,1,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-12,Thursday,No,Female,2,0,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-12,Thursday,No,Male,2,5,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-12,Thursday,No,Female,0,0,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-12,Thursday,No,Male,1,3,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-12,Thursday,No,Female,1,1,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-12,Thursday,No,Male,4,2,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-13,Friday,No,Female,2,2,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-13,Friday,No,Male,2,2,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-13,Friday,No,Female,0,1,5,1,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-13,Friday,No,Male,2,0,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-13,Friday,No,Female,1,2,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-13,Friday,No,Male,2,2,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-14,Saturday,Yes,Female,1,1,5,2,Cloudy,Deepavali Festival Day,Normal,MeaslesAlert,Evening
2020-11-14,Saturday,Yes,Male,1,1,5,3,Cloudy,Deepavali Festival Day,Normal,MeaslesAlert,Evening
2020-11-14,Saturday,Yes,Female,0,1,5,0,Cloudy,Deepavali Festival Day,Normal,MeaslesAlert,Morning
2020-11-14,Saturday,Yes,Male,1,1,5,4,Cloudy,Deepavali Festival Day,Normal,MeaslesAlert,Morning
2020-11-14,Saturday,Yes,Female,2,4,5,3,Cloudy,Deepavali Festival Day,Normal,MeaslesAlert,Night
2020-11-14,Saturday,Yes,Male,0,0,5,2,Cloudy,Deepavali Festival Day,Normal,MeaslesAlert,Night
2020-11-15,Sunday,No,Female,2,1,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-15,Sunday,No,Male,0,3,5,1,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-15,Sunday,No,Female,1,1,5,5,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-15,Sunday,No,Male,2,1,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-15,Sunday,No,Female,1,2,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-15,Sunday,No,Male,2,2,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-16,Monday,No,Female,1,1,5,3,Cloudy,None,Normal,None,Evening
2020-11-16,Monday,No,Male,1,1,5,4,Cloudy,None,Normal,None,Evening
2020-11-16,Monday,No,Female,3,1,5,3,Cloudy,None,Normal,None,Morning
2020-11-16,Monday,No,Male,1,1,5,3,Cloudy,None,Normal,None,Morning
2020-11-16,Monday,No,Female,1,1,5,2,Cloudy,None,Normal,None,Night
2020-11-16,Monday,No,Male,0,4,5,3,Cloudy,None,Normal,None,Night
2020-11-17,Tuesday,No,Female,1,0,5,1,Cloudy,None,Normal,None,Evening
2020-11-17,Tuesday,No,Male,2,2,5,2,Cloudy,None,Normal,None,Evening
2020-11-17,Tuesday,No,Female,1,1,5,3,Cloudy,None,Normal,None,Morning
2020-11-17,Tuesday,No,Male,4,1,5,1,Cloudy,None,Normal,None,Morning
2020-11-17,Tuesday,No,Female,0,2,5,3,Cloudy,None,Normal,None,Night
2020-11-17,Tuesday,No,Male,2,0,5,3,Cloudy,None,Normal,None,Night
2020-11-18,Wednesday,No,Female,2,0,5,2,Cloudy,None,Normal,None,Evening
2020-11-18,Wednesday,No,Male,0,1,5,4,Cloudy,None,Normal,None,Evening
2020-11-18,Wednesday,No,Female,0,2,5,1,Cloudy,None,Normal,None,Morning
2020-11-18,Wednesday,No,Male,5,2,5,4,Cloudy,None,Normal,None,Morning
2020-11-18,Wednesday,No,Female,0,2,5,4,Cloudy,None,Normal,None,Night
2020-11-18,Wednesday,No,Male,2,1,5,2,Cloudy,None,Normal,None,Night
2020-11-19,Thursday,No,Female,1,1,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-19,Thursday,No,Male,1,3,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-19,Thursday,No,Female,4,1,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-19,Thursday,No,Male,1,0,5,1,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-19,Thursday,No,Female,3,2,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-19,Thursday,No,Male,2,2,5,0,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-20,Friday,No,Female,2,0,5,3,Cloudy,None,Normal,None,Evening
2020-11-20,Friday,No,Male,3,1,5,3,Cloudy,None,Normal,None,Evening
2020-11-20,Friday,No,Female,2,1,5,4,Cloudy,None,Normal,None,Morning
2020-11-20,Friday,No,Male,1,1,5,0,Cloudy,None,Normal,None,Morning
2020-11-20,Friday,No,Female,0,0,5,1,Cloudy,None,Normal,None,Night
2020-11-20,Friday,No,Male,3,2,5,2,Cloudy,None,Normal,None,Night
2020-11-21,Saturday,No,Female,0,0,5,3,Cloudy,None,Normal,None,Evening
2020-11-21,Saturday,No,Male,0,2,5,1,Cloudy,None,Normal,None,Evening
2020-11-21,Saturday,No,Female,3,4,5,2,Cloudy,None,Normal,None,Morning
2020-11-21,Saturday,No,Male,0,0,5,1,Cloudy,None,Normal,None,Morning
2020-11-21,Saturday,No,Female,2,0,5,1,Cloudy,None,Normal,None,Night
2020-11-21,Saturday,No,Male,3,0,5,0,Cloudy,None,Normal,None,Night
2020-11-22,Sunday,No,Female,3,1,5,5,Cloudy,None,Normal,None,Evening
2020-11-22,Sunday,No,Male,0,1,5,1,Cloudy,None,Normal,None,Evening
2020-11-22,Sunday,No,Female,2,3,5,1,Cloudy,None,Normal,None,Morning
2020-11-22,Sunday,No,Male,2,1,5,1,Cloudy,None,Normal,None,Morning
2020-11-22,Sunday,No,Female,1,2,5,2,Cloudy,None,Normal,None,Night
2020-11-22,Sunday,No,Male,2,0,5,3,Cloudy,None,Normal,None,Night
2020-11-23,Monday,No,Female,0,4,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-23,Monday,No,Male,0,1,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-23,Monday,No,Female,2,0,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-23,Monday,No,Male,3,0,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-23,Monday,No,Female,2,0,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-23,Monday,No,Male,2,4,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-24,Tuesday,No,Female,2,2,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-24,Tuesday,No,Male,2,3,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-24,Tuesday,No,Female,1,4,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-24,Tuesday,No,Male,3,1,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-24,Tuesday,No,Female,1,2,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-24,Tuesday,No,Male,1,2,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-25,Wednesday,No,Female,2,1,5,2,Cloudy,None,Normal,None,Evening
2020-11-25,Wednesday,No,Male,1,0,5,2,Cloudy,None,Normal,None,Evening
2020-11-25,Wednesday,No,Female,2,3,5,3,Cloudy,None,Normal,None,Morning
2020-11-25,Wednesday,No,Male,3,1,5,1,Cloudy,None,Normal,None,Morning
2020-11-25,Wednesday,No,Female,2,2,5,3,Cloudy,None,Normal,None,Night
2020-11-25,Wednesday,No,Male,3,3,5,1,Cloudy,None,Normal,None,Night
2020-11-26,Thursday,No,Female,0,1,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-26,Thursday,No,Male,3,4,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-26,Thursday,No,Female,1,1,5,1,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-26,Thursday,No,Male,2,1,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-26,Thursday,No,Female,2,0,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-26,Thursday,No,Male,1,1,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-27,Friday,No,Female,1,1,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-27,Friday,No,Male,1,2,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-27,Friday,No,Female,0,3,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-27,Friday,No,Male,4,1,5,1,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-27,Friday,No,Female,3,0,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-27,Friday,No,Male,1,4,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-28,Saturday,No,Female,0,3,5,0,Sunny,None,Normal,None,Evening
2020-11-28,Saturday,No,Male,2,1,5,2,Sunny,None,Normal,None,Evening
2020-11-28,Saturday,No,Female,1,1,5,1,Sunny,None,Normal,None,Morning
2020-11-28,Saturday,No,Male,1,0,5,3,Sunny,None,Normal,None,Morning
2020-11-28,Saturday,No,Female,1,2,5,4,Sunny,None,Normal,None,Night
2020-11-28,Saturday,No,Male,1,2,5,2,Sunny,None,Normal,None,Night
2020-11-29,Sunday,Yes,Female,1,0,5,2,Rainy,Ill Full Moon Poya Day,Normal,DengueAlert+LeptoAlert,Evening
2020-11-29,Sunday,Yes,Male,0,4,5,2,Rainy,Ill Full Moon Poya Day,Normal,DengueAlert+LeptoAlert,Evening
2020-11-29,Sunday,Yes,Female,2,0,5,2,Rainy,Ill Full Moon Poya Day,Normal,DengueAlert+LeptoAlert,Morning
2020-11-29,Sunday,Yes,Male,2,1,5,1,Rainy,Ill Full Moon Poya Day,Normal,DengueAlert+LeptoAlert,Morning
2020-11-29,Sunday,Yes,Female,1,1,5,1,Rainy,Ill Full Moon Poya Day,Normal,DengueAlert+LeptoAlert,Night
2020-11-29,Sunday,Yes,Male,1,4,5,2,Rainy,Ill Full Moon Poya Day,Normal,DengueAlert+LeptoAlert,Night
2020-11-30,Monday,No,Female,2,1,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-30,Monday,No,Male,0,3,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
2020-11-30,Monday,No,Female,2,0,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-30,Monday,No,Male,2,1,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
2020-11-30,Monday,No,Female,1,2,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-11-30,Monday,No,Male,0,1,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
2020-12-01,Tuesday,No,Female,1,1,5,2,Rainy,None,Reduced,ILIAlert,Evening
2020-12-01,Tuesday,No,Male,3,1,5,2,Rainy,None,Reduced,ILIAlert,Evening
2020-12-01,Tuesday,No,Female,1,3,5,1,Rainy,None,Reduced,ILIAlert,Morning
2020-12-01,Tuesday,No,Male,2,1,5,0,Rainy,None,Reduced,ILIAlert,Morning
2020-12-01,Tuesday,No,Female,1,2,5,4,Rainy,None,Reduced,ILIAlert,Night
2020-12-01,Tuesday,No,Male,1,1,5,1,Rainy,None,Reduced,ILIAlert,Night
2020-12-02,Wednesday,No,Female,1,0,5,2,Sunny,None,Normal,None,Evening
2020-12-02,Wednesday,No,Male,1,3,5,3,Sunny,None,Normal,None,Evening
2020-12-02,Wednesday,No,Female,1,3,5,2,Sunny,None,Normal,None,Morning
2020-12-02,Wednesday,No,Male,0,1,5,2,Sunny,None,Normal,None,Morning
2020-12-02,Wednesday,No,Female,4,1,5,3,Sunny,None,Normal,None,Night
2020-12-02,Wednesday,No,Male,0,3,5,2,Sunny,None,Normal,None,Night
2020-12-03,Thursday,No,Female,1,3,5,3,Cloudy,None,Normal,ILIAlert,Evening
2020-12-03,Thursday,No,Male,4,1,5,1,Cloudy,None,Normal,ILIAlert,Evening
2020-12-03,Thursday,No,Female,2,0,5,3,Cloudy,None,Normal,ILIAlert,Morning
2020-12-03,Thursday,No,Male,1,0,5,1,Cloudy,None,Normal,ILIAlert,Morning
2020-12-03,Thursday,No,Female,1,0,5,2,Cloudy,None,Normal,ILIAlert,Night
2020-12-03,Thursday,No,Male,0,1,5,3,Cloudy,None,Normal,ILIAlert,Night
2020-12-04,Friday,No,Female,0,0,5,2,Cloudy,None,Normal,ILIAlert,Evening
2020-12-04,Friday,No,Male,5,1,5,2,Cloudy,None,Normal,ILIAlert,Evening
2020-12-04,Friday,No,Female,3,1,5,0,Cloudy,None,Normal,ILIAlert,Morning
2020-12-04,Friday,No,Male,2,3,5,3,Cloudy,None,Normal,ILIAlert,Morning
2020-12-04,Friday,No,Female,1,0,5,3,Cloudy,None,Normal,ILIAlert,Night
2020-12-04,Friday,No,Male,3,3,5,0,Cloudy,None,Normal,ILIAlert,Night
2020-12-05,Saturday,No,Female,2,1,5,3,Cloudy,None,Normal,ILIAlert,Evening
2020-12-05,Saturday,No,Male,2,0,5,3,Cloudy,None,Normal,ILIAlert,Evening
2020-12-05,Saturday,No,Female,2,2,5,2,Cloudy,None,Normal,ILIAlert,Morning
2020-12-05,Saturday,No,Male,3,2,5,1,Cloudy,None,Normal,ILIAlert,Morning
2020-12-05,Saturday,No,Female,0,0,5,2,Cloudy,None,Normal,ILIAlert,Night
2020-12-05,Saturday,No,Male,2,0,5,2,Cloudy,None,Normal,ILIAlert,Night
2020-12-06,Sunday,No,Female,1,1,5,2,Rainy,None,Normal,ILIAlert,Evening
2020-12-06,Sunday,No,Male,1,0,5,1,Rainy,None,Normal,ILIAlert,Evening
2020-12-06,Sunday,No,Female,3,2,5,2,Rainy,None,Normal,ILIAlert,Morning
2020-12-06,Sunday,No,Male,1,2,5,1,Rainy,None,Normal,ILIAlert,Morning
2020-12-06,Sunday,No,Female,2,0,5,3,Rainy,None,Normal,ILIAlert,Night
2020-12-06,Sunday,No,Male,2,0,5,1,Rainy,None,Normal,ILIAlert,Night
2020-12-07,Monday,No,Female,2,1,5,5,Cloudy,None,Normal,ILIAlert,Evening
2020-12-07,Monday,No,Male,1,0,5,4,Cloudy,None,Normal,ILIAlert,Evening
2020-12-07,Monday,No,Female,1,1,5,4,Cloudy,None,Normal,ILIAlert,Morning
2020-12-07,Monday,No,Male,1,2,5,1,Cloudy,None,Normal,ILIAlert,Morning
2020-12-07,Monday,No,Female,1,2,5,4,Cloudy,None,Normal,ILIAlert,Night
2020-12-07,Monday,No,Male,3,0,5,4,Cloudy,None,Normal,ILIAlert,Night
2020-12-08,Tuesday,No,Female,2,0,5,3,Cloudy,None,Normal,ILIAlert,Evening
2020-12-08,Tuesday,No,Male,3,2,5,2,Cloudy,None,Normal,ILIAlert,Evening
2020-12-08,Tuesday,No,Female,2,2,5,5,Cloudy,None,Normal,ILIAlert,Morning
2020-12-08,Tuesday,No,Male,2,2,5,4,Cloudy,None,Normal,ILIAlert,Morning
2020-12-08,Tuesday,No,Female,1,1,5,1,Cloudy,None,Normal,ILIAlert,Night
2020-12-08,Tuesday,No,Male,2,3,5,3,Cloudy,None,Normal,ILIAlert,Night
2020-12-09,Wednesday,No,Female,4,1,5,3,Cloudy,None,Normal,ILIAlert,Evening
2020-12-09,Wednesday,No,Male,1,1,5,3,Cloudy,None,Normal,ILIAlert,Evening
2020-12-09,Wednesday,No,Female,1,1,5,2,Cloudy,None,Normal,ILIAlert,Morning
2020-12-09,Wednesday,No,Male,2,2,5,4,Cloudy,None,Normal,ILIAlert,Morning
2020-12-09,Wednesday,No,Female,2,2,5,3,Cloudy,None,Normal,ILIAlert,Night
2020-12-09,Wednesday,No,Male,1,3,5,2,Cloudy,None,Normal,ILIAlert,Night
2020-12-10,Thursday,No,Female,2,1,5,3,Cloudy,None,Normal,ILIAlert,Evening
2020-12-10,Thursday,No,Male,0,3,5,2,Cloudy,None,Normal,ILIAlert,Evening
2020-12-10,Thursday,No,Female,0,1,5,2,Cloudy,None,Normal,ILIAlert,Morning
2020-12-10,Thursday,No,Male,1,1,5,3,Cloudy,None,Normal,ILIAlert,Morning
2020-12-10,Thursday,No,Female,1,1,5,0,Cloudy,None,Normal,ILIAlert,Night
2020-12-10,Thursday,No,Male,3,0,5,2,Cloudy,None,Normal,ILIAlert,Night
2020-12-11,Friday,No,Female,1,3,5,3,Sunny,None,Normal,None,Evening
2020-12-11,Friday,No,Male,3,2,5,4,Sunny,None,Normal,None,Evening
2020-12-11,Friday,No,Female,1,0,5,2,Sunny,None,Normal,None,Morning
2020-12-11,Friday,No,Male,1,2,5,3,Sunny,None,Normal,None,Morning
2020-12-11,Friday,No,Female,4,0,5,3,Sunny,None,Normal,None,Night
2020-12-11,Friday,No,Male,1,0,5,2,Sunny,None,Normal,None,Night
2020-12-12,Saturday,No,Female,2,2,5,4,Rainy,None,Normal,ILIAlert,Evening
2020-12-12,Saturday,No,Male,0,2,5,3,Rainy,None,Normal,ILIAlert,Evening
2020-12-12,Saturday,No,Female,4,1,5,2,Rainy,None,Normal,ILIAlert,Morning
2020-12-12,Saturday,No,Male,0,1,5,5,Rainy,None,Normal,ILIAlert,Morning
2020-12-12,Saturday,No,Female,4,2,5,3,Rainy,None,Normal,ILIAlert,Night
2020-12-12,Saturday,No,Male,0,2,5,1,Rainy,None,Normal,ILIAlert,Night
2020-12-13,Sunday,No,Female,0,0,5,2,Cloudy,None,Normal,ILIAlert,Evening
2020-12-13,Sunday,No,Male,3,1,5,2,Cloudy,None,Normal,ILIAlert,Evening
2020-12-13,Sunday,No,Female,1,0,5,3,Cloudy,None,Normal,ILIAlert,Morning
2020-12-13,Sunday,No,Male,3,0,5,1,Cloudy,None,Normal,ILIAlert,Morning
2020-12-13,Sunday,No,Female,3,1,5,1,Cloudy,None,Normal,ILIAlert,Night
2020-12-13,Sunday,No,Male,0,0,5,0,Cloudy,None,Normal,ILIAlert,Night
2020-12-14,Monday,No,Female,4,0,5,5,Cloudy,None,Normal,ILIAlert,Evening
2020-12-14,Monday,No,Male,0,1,5,2,Cloudy,None,Normal,ILIAlert,Evening
2020-12-14,Monday,No,Female,0,2,5,3,Cloudy,None,Normal,ILIAlert,Morning
2020-12-14,Monday,No,Male,0,3,5,2,Cloudy,None,Normal,ILIAlert,Morning
2020-12-14,Monday,No,Female,2,1,5,1,Cloudy,None,Normal,ILIAlert,Night
2020-12-14,Monday,No,Male,0,2,5,4,Cloudy,None,Normal,ILIAlert,Night
2020-12-15,Tuesday,No,Female,0,2,5,3,Cloudy,None,Normal,ILIAlert,Evening
2020-12-15,Tuesday,No,Male,3,2,5,3,Cloudy,None,Normal,ILIAlert,Evening
2020-12-15,Tuesday,No,Female,2,2,5,5,Cloudy,None,Normal,ILIAlert,Morning
2020-12-15,Tuesday,No,Male,0,2,5,2,Cloudy,None,Normal,ILIAlert,Morning
2020-12-15,Tuesday,No,Female,2,3,5,1,Cloudy,None,Normal,ILIAlert,Night
2020-12-15,Tuesday,No,Male,1,0,5,1,Cloudy,None,Normal,ILIAlert,Night
2020-12-16,Wednesday,No,Female,2,1,5,3,Rainy,None,Normal,ILIAlert,Evening
2020-12-16,Wednesday,No,Male,2,1,5,2,Rainy,None,Normal,ILIAlert,Evening
2020-12-16,Wednesday,No,Female,2,2,5,4,Rainy,None,Normal,ILIAlert,Morning
2020-12-16,Wednesday,No,Male,2,2,5,0,Rainy,None,Normal,ILIAlert,Morning
2020-12-16,Wednesday,No,Female,1,0,5,2,Rainy,None,Normal,ILIAlert,Night
2020-12-16,Wednesday,No,Male,0,2,5,3,Rainy,None,Normal,ILIAlert,Night
2020-12-17,Thursday,No,Female,1,1,5,3,Cloudy,None,Normal,ILIAlert,Evening
2020-12-17,Thursday,No,Male,3,2,5,2,Cloudy,None,Normal,ILIAlert,Evening
2020-12-17,Thursday,No,Female,2,2,5,2,Cloudy,None,Normal,ILIAlert,Morning
2020-12-17,Thursday,No,Male,0,2,5,3,Cloudy,None,Normal,ILIAlert,Morning
2020-12-17,Thursday,No,Female,2,2,5,1,Cloudy,None,Normal,ILIAlert,Night
2020-12-17,Thursday,No,Male,2,1,5,4,Cloudy,None,Normal,ILIAlert,Night
2020-12-18,Friday,No,Female,1,2,5,0,Rainy,None,Normal,ILIAlert,Evening
2020-12-18,Friday,No,Male,1,1,5,1,Rainy,None,Normal,ILIAlert,Evening
2020-12-18,Friday,No,Female,2,0,5,1,Rainy,None,Normal,ILIAlert,Morning
2020-12-18,Friday,No,Male,3,0,5,2,Rainy,None,Normal,ILIAlert,Morning
2020-12-18,Friday,No,Female,1,0,5,3,Rainy,None,Normal,ILIAlert,Night
2020-12-18,Friday,No,Male,0,1,5,2,Rainy,None,Normal,ILIAlert,Night
2020-12-19,Saturday,No,Female,0,0,5,4,Rainy,None,Reduced,ILIAlert,Evening
2020-12-19,Saturday,No,Male,2,2,5,2,Rainy,None,Reduced,ILIAlert,Evening
2020-12-19,Saturday,No,Female,1,4,5,2,Rainy,None,Reduced,ILIAlert,Morning
2020-12-19,Saturday,No,Male,3,1,5,2,Rainy,None,Reduced,ILIAlert,Morning
2020-12-19,Saturday,No,Female,2,3,5,2,Rainy,None,Reduced,ILIAlert,Night
2020-12-19,Saturday,No,Male,1,2,5,3,Rainy,None,Reduced,ILIAlert,Night
2020-12-20,Sunday,No,Female,3,1,5,2,Rainy,None,Normal,ILIAlert,Evening
2020-12-20,Sunday,No,Male,2,1,5,0,Rainy,None,Normal,ILIAlert,Evening
2020-12-20,Sunday,No,Female,0,1,5,2,Rainy,None,Normal,ILIAlert,Morning
2020-12-20,Sunday,No,Male,5,2,5,3,Rainy,None,Normal,ILIAlert,Morning
2020-12-20,Sunday,No,Female,1,0,5,3,Rainy,None,Normal,ILIAlert,Night
2020-12-20,Sunday,No,Male,3,2,5,3,Rainy,None,Normal,ILIAlert,Night
2020-12-21,Monday,No,Female,0,2,5,4,Cloudy,None,Normal,ILIAlert,Evening
2020-12-21,Monday,No,Male,4,2,5,3,Cloudy,None,Normal,ILIAlert,Evening
2020-12-21,Monday,No,Female,1,0,5,2,Cloudy,None,Normal,ILIAlert,Morning
2020-12-21,Monday,No,Male,0,4,5,2,Cloudy,None,Normal,ILIAlert,Morning
2020-12-21,Monday,No,Female,3,1,5,3,Cloudy,None,Normal,ILIAlert,Night
2020-12-21,Monday,No,Male,2,1,5,2,Cloudy,None,Normal,ILIAlert,Night
2020-12-22,Tuesday,No,Female,0,1,5,2,Sunny,None,Normal,None,Evening
2020-12-22,Tuesday,No,Male,2,1,5,1,Sunny,None,Normal,None,Evening
2020-12-22,Tuesday,No,Female,1,2,5,3,Sunny,None,Normal,None,Morning
2020-12-22,Tuesday,No,Male,4,1,5,4,Sunny,None,Normal,None,Morning
2020-12-22,Tuesday,No,Female,1,0,5,1,Sunny,None,Normal,None,Night
2020-12-22,Tuesday,No,Male,1,4,5,2,Sunny,None,Normal,None,Night
2020-12-23,Wednesday,No,Female,2,2,5,3,Sunny,None,Normal,None,Evening
2020-12-23,Wednesday,No,Male,1,0,5,4,Sunny,None,Normal,None,Evening
2020-12-23,Wednesday,No,Female,2,2,5,4,Sunny,None,Normal,None,Morning
2020-12-23,Wednesday,No,Male,0,2,5,3,Sunny,None,Normal,None,Morning
2020-12-23,Wednesday,No,Female,0,3,5,3,Sunny,None,Normal,None,Night
2020-12-23,Wednesday,No,Male,1,0,5,4,Sunny,None,Normal,None,Night
2020-12-24,Thursday,No,Female,1,1,5,3,Rainy,None,Normal,ILIAlert,Evening
2020-12-24,Thursday,No,Male,3,2,5,4,Rainy,None,Normal,ILIAlert,Evening
2020-12-24,Thursday,No,Female,0,1,5,3,Rainy,None,Normal,ILIAlert,Morning
2020-12-24,Thursday,No,Male,5,3,5,2,Rainy,None,Normal,ILIAlert,Morning
2020-12-24,Thursday,No,Female,1,1,5,1,Rainy,None,Normal,ILIAlert,Night
2020-12-24,Thursday,No,Male,3,3,5,1,Rainy,None,Normal,ILIAlert,Night
2020-12-25,Friday,Yes,Female,0,1,5,1,Sunny,Christmas Day,Normal,None,Evening
2020-12-25,Friday,Yes,Male,2,2,5,3,Sunny,Christmas Day,Normal,None,Evening
2020-12-25,Friday,Yes,Female,2,0,5,2,Sunny,Christmas Day,Normal,None,Morning
2020-12-25,Friday,Yes,Male,2,0,5,2,Sunny,Christmas Day,Normal,None,Morning
